date,1. open,2. high,3. low,4. close,5. volume,increase_decrease,up_down,movement(%),MACD_Signal,MACD,MACD_Hist,SlowD,SlowK,RSI,ADX,CCI,Aroon Up,Aroon Down,Real Lower Band,Real Upper Band,Real Middle Band,Chaikin A/D,OBV,sentiment_avg_30,"coun_neg, 30","coun_neu, 30","coun_pos, 30",sentiment_avg_60,"coun_neg, 60","coun_neu, 60","coun_pos, 60",sentiment_avg_120,"coun_neg, 120","coun_neu, 120","coun_pos, 120",sentiment_night_before_avg,"count_neg, night_before","count_neu, night_before","count_pos, night_before",sentiment_morning_avg,"count_neg, morning","count_neu, morning","count_pos, morning",day,day compound avg,day positive avg,day negative avg,day neutral avg,two day neutral avg,two day positive avg,two day negative avg,two day compound avg,two day abc-news compound avg,two day reuters compound avg,two day the-new-york-times compound avg,two day business-insider compound avg,two day techcrunch compound avg,two day wired compound avg,two day abc-news neg avg,two day reuters neg avg,two day the-new-york-times neg avg,two day business-insider neg avg,two day techcrunch neg avg,two day wired neg avg,two day abc-news pos avg,two day reuters pos avg,two day the-new-york-times pos avg,two day business-insider pos avg,two day techcrunch pos avg,two day wired pos avg,two day abc-news neu avg,two day reuters neu avg,two day the-new-york-times neu avg,two day business-insider neu avg,two day techcrunch neu avg,two day wired neu avg,one day abc-news compound avg,one day reuters compound avg,one day the-new-york-times compound avg,one day business-insider compound avg,one day techcrunch compound avg,one day wired compound avg,one day abc-news neg avg,one day reuters neg avg,one day the-new-york-times neg avg,one day business-insider neg avg,one day techcrunch neg avg,one day wired neg avg,one day abc-news pos avg,one day reuters pos avg,one day the-new-york-times pos avg,one day business-insider pos avg,one day techcrunch pos avg,one day wired pos avg,one day abc-news neu avg,one day reuters neu avg,one day the-new-york-times neu avg,one day business-insider neu avg,one day techcrunch neu avg,one day wired neu avg
2018-08-24 14:30:00,358.3673,358.54,357.08,357.3507,646814,-1.0165999999999826,0,-0.28,3.3859,4.4011,1.0152,87.5701,84.3374,72.2633,88.92299999999999,54.1672,75.0,0.0,354.94699999999995,359.0941,357.0205,3111685.4566,-3752345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18263734583127825,376.0,651.0,1000.0,0.10652083333333341,20.0,40.0,36.0,2018-08-24,0.9953,0.1371666666666667,0.03866666666666666,0.8243333333333335,0.8426666666666667,0.11455555555555558,0.042888888888888886,0.8620333333333333,,,0.9934,0.7557,,0.9996,,,0.03833333333333334,0.0526,,0.008,,,0.10366666666666667,0.122,,0.11,,,0.858,0.8256,,0.882,,,0.99735,0.9925,,0.9996,,,0.035500000000000004,0.051,,0.008,,,0.11,0.16433333333333336,,0.11,,,0.8545,0.7850000000000001,,0.882
2018-08-24 15:00:00,357.4,358.1,356.751,357.93,610413,0.5300000000000296,1,0.15,3.6019,4.4658,0.8639,83.4219,78.1698,75.6065,85.3574,23.4837,50.0,0.0,356.5185,358.7487,357.6336,3568238.5875,-3141932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18263734583127825,376.0,651.0,1000.0,0.10652083333333341,20.0,40.0,36.0,2018-08-24,0.9948142857142858,0.13614285714285715,0.034857142857142864,0.8291428571428572,0.8442000000000001,0.1161,0.0398,0.8750199999999999,,,0.9934,0.7950666666666667,,0.9996,,,0.03833333333333334,0.04583333333333334,,0.008,,,0.10366666666666667,0.12333333333333335,,0.11,,,0.858,0.831,,0.882,,,0.99735,0.99235,,0.9996,,,0.035500000000000004,0.04125,,0.008,,,0.11,0.15575,,0.11,,,0.8545,0.80325,,0.882
2018-08-24 15:30:00,357.98,359.13,357.0501,358.84,1800792,0.8599999999999568,1,0.24,3.7892,4.5382,0.7490000000000001,80.5558,79.1602,80.5235,84.6219,110.3561,100.0,0.0,357.023,359.2175,358.1202,4866846.5227,-1341140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18263734583127825,376.0,651.0,1000.0,0.10652083333333341,20.0,40.0,36.0,2018-08-24,0.9948142857142858,0.13614285714285715,0.034857142857142864,0.8291428571428572,0.8442000000000001,0.1161,0.0398,0.8750199999999999,,,0.9934,0.7950666666666667,,0.9996,,,0.03833333333333334,0.04583333333333334,,0.008,,,0.10366666666666667,0.12333333333333335,,0.11,,,0.858,0.831,,0.882,,,0.99735,0.99235,,0.9996,,,0.035500000000000004,0.04125,,0.008,,,0.11,0.15575,,0.11,,,0.8545,0.80325,,0.882
2018-08-27 09:30:00,367.116,372.86,364.32,372.1291,4116565,5.0131000000000085,1,1.35,4.152,5.6033,1.4513,81.7437,87.9012,96.0453,87.7838,133.3333,100.0,0.0,349.315,373.8099,361.5624,8278777.1852,2775425.0,,,,,,,,,,,,,,,,,,,,,2018-08-27,0.8932910714285714,0.12299404761904766,0.05217261904761905,0.8248690476190477,0.8283333333333334,0.1252,0.046533333333333336,0.9135266666666666,,,0.9934,0.8839181818181818,,0.9996,,,0.03833333333333334,0.05227272727272728,,0.008,,,0.10366666666666667,0.13245454545454546,,0.11,,,0.858,0.8153636363636365,,0.882,,,0.991425,0.843925,,0.9996,,,0.039750000000000014,0.0546875,,0.008,,,0.1005,0.1251875,,0.11,,,0.85975,0.8201875000000001,,0.882
2018-08-27 10:00:00,372.12,374.4248,370.3101,371.19,2419444,-0.9300000000000068,0,-0.25,4.5814,6.2989999999999995,1.7176,85.6665,89.93799999999999,89.337,90.2328,78.0586,100.0,25.0,351.7156,378.329,365.0223,6894107.515,355981.0,,,,,,,,,,,,,,,,,,,,,2018-08-27,0.8932910714285714,0.12299404761904766,0.05217261904761905,0.8248690476190477,0.8283333333333334,0.1252,0.046533333333333336,0.9135266666666666,,,0.9934,0.8839181818181818,,0.9996,,,0.03833333333333334,0.05227272727272728,,0.008,,,0.10366666666666667,0.13245454545454546,,0.11,,,0.858,0.8153636363636365,,0.882,,,0.991425,0.843925,,0.9996,,,0.039750000000000014,0.0546875,,0.008,,,0.1005,0.1251875,,0.11,,,0.85975,0.8201875000000001,,0.882
2018-08-27 10:30:00,371.1,372.87,370.4365,372.4124,1341723,1.3123999999999683,1,0.35,5.0391,6.8698,1.8307,88.8138,88.6024,90.4898,92.0696,53.961000000000006,75.0,0.0,357.2874,379.9984,368.6429,7731252.0761,1697704.0,,,,,,,,,,,,,,,,,,,,,2018-08-27,0.8932910714285714,0.12299404761904766,0.05217261904761905,0.8248690476190477,0.8283333333333334,0.1252,0.046533333333333336,0.9135266666666666,,,0.9934,0.8839181818181818,,0.9996,,,0.03833333333333334,0.05227272727272728,,0.008,,,0.10366666666666667,0.13245454545454546,,0.11,,,0.858,0.8153636363636365,,0.882,,,0.991425,0.843925,,0.9996,,,0.039750000000000014,0.0546875,,0.008,,,0.1005,0.1251875,,0.11,,,0.85975,0.8201875000000001,,0.882
2018-08-27 11:00:00,372.5898,373.34,370.56,370.8536,808352,-1.7362000000000535,0,-0.47,5.4541,7.1144,1.6602,87.2642,83.2523,76.4385,93.4818,23.8794,50.0,0.0,370.3592,372.9334,371.6463,7093648.297,889352.0,,,,,,,,,,,,,,,,,,,,,2018-08-27,0.993,0.105,0.063,0.8320000000000001,0.8320000000000001,0.105,0.063,0.993,,,0.9934,0.8839181818181818,,0.993,,,0.03833333333333334,0.05227272727272728,,0.063,,,0.10366666666666667,0.13245454545454546,,0.105,,,0.858,0.8153636363636365,,0.8320000000000001,,,0.991425,0.843925,,0.993,,,0.039750000000000014,0.0546875,,0.063,,,0.1005,0.1251875,,0.105,,,0.85975,0.8201875000000001,,0.8320000000000001
2018-08-27 11:30:00,370.7,370.85,367.07,368.09,1342429,-2.6100000000000136,0,-0.71,5.7642,7.0045,1.2403,80.1036,68.4562,55.9143,76.6562,-133.3333,25.0,0.0,367.4755,373.7975,370.6365,6475697.2197,-453077.0,,,,,,,,,,,,,,,,,,,,,2018-08-27,0.993,0.105,0.063,0.8320000000000001,0.8320000000000001,0.105,0.063,0.993,,,0.9934,0.8839181818181818,,0.993,,,0.03833333333333334,0.05227272727272728,,0.063,,,0.10366666666666667,0.13245454545454546,,0.105,,,0.858,0.8153636363636365,,0.8320000000000001,,,0.991425,0.843925,,0.993,,,0.039750000000000014,0.0546875,,0.063,,,0.1005,0.1251875,,0.105,,,0.85975,0.8201875000000001,,0.8320000000000001
2018-08-27 12:00:00,368.0,368.81,366.52,368.1061,750911,0.10610000000002628,1,0.03,5.9793,6.8398,0.8605,65.7717,45.6067,56.0062,61.808,-82.9885,0.0,100.0,366.1627,373.5684,369.8655,6764987.9362,297834.0,,,,,,,,,,,,,,,,,,,,,2018-08-27,0.993,0.105,0.063,0.8320000000000001,0.8320000000000001,0.105,0.063,0.993,,,0.9934,0.8839181818181818,,0.993,,,0.03833333333333334,0.05227272727272728,,0.063,,,0.10366666666666667,0.13245454545454546,,0.105,,,0.858,0.8153636363636365,,0.8320000000000001,,,0.991425,0.843925,,0.993,,,0.039750000000000014,0.0546875,,0.063,,,0.1005,0.1251875,,0.105,,,0.85975,0.8201875000000001,,0.8320000000000001
2018-08-27 12:30:00,368.13,369.21,367.61,368.63,512216,0.5,1,0.14,6.1184,6.6746,0.5563,47.8335,29.4376,59.6498,51.9982,-35.6426,25.0,75.0,366.6452,371.1946,368.9199,6905857.3502,810050.0,,,,,,,,,,,,,,,,,,,,,2018-08-27,0.993,0.105,0.063,0.8320000000000001,0.8320000000000001,0.105,0.063,0.993,,,0.9934,0.8839181818181818,,0.993,,,0.03833333333333334,0.05227272727272728,,0.063,,,0.10366666666666667,0.13245454545454546,,0.105,,,0.858,0.8153636363636365,,0.8320000000000001,,,0.991425,0.843925,,0.993,,,0.039750000000000014,0.0546875,,0.063,,,0.1005,0.1251875,,0.105,,,0.85975,0.8201875000000001,,0.8320000000000001
2018-08-27 13:00:00,368.65,369.1,367.06,368.12,528237,-0.5299999999999727,0,-0.14,6.1804,6.4285,0.2481,33.2886,24.8214,53.8598,41.4176,-36.6123,0.0,50.0,367.7817,368.6914,368.2365,6926568.9626,281813.0,,,,,,,,,,,,,,,,,,,,,2018-08-27,0.993,0.105,0.063,0.8320000000000001,0.8320000000000001,0.105,0.063,0.993,,,0.9934,0.8839181818181818,,0.993,,,0.03833333333333334,0.05227272727272728,,0.063,,,0.10366666666666667,0.13245454545454546,,0.105,,,0.858,0.8153636363636365,,0.8320000000000001,,,0.991425,0.843925,,0.993,,,0.039750000000000014,0.0546875,,0.063,,,0.1005,0.1251875,,0.105,,,0.85975,0.8201875000000001,,0.8320000000000001
2018-08-27 13:30:00,368.18,368.6,365.43,365.43,743181,-2.75,0,-0.75,6.1339,5.9478,-0.1861,24.1307,18.133,32.0092,36.695,-133.3333,0.0,100.0,365.0629,370.0801,367.5715,6183387.9626,-461368.0,,,,,,,,,,,,,,,,,,,,,2018-08-27,0.9922,0.111,0.035500000000000004,0.8535,0.8535,0.111,0.035500000000000004,0.9922,,,0.9934,0.9914,,0.993,,,0.03833333333333334,0.008,,0.063,,,0.10366666666666667,0.117,,0.105,,,0.858,0.875,,0.8320000000000001,,,0.991425,0.9914,,0.993,,,0.039750000000000014,0.008,,0.063,,,0.1005,0.117,,0.105,,,0.85975,0.875,,0.8320000000000001
2018-08-27 14:00:00,365.43,366.38,361.1,361.34,1663132,-4.090000000000032,0,-1.13,5.9425,5.1771,-0.7654,17.2537,8.8066,17.5639,43.0268,-132.8049,25.0,100.0,360.1012,371.6588,365.88,4671443.6634,-2124500.0,,,,,,,,,,,,,,,,,,,,,2018-08-27,0.9922,0.111,0.035500000000000004,0.8535,0.8535,0.111,0.035500000000000004,0.9922,,,0.9934,0.9914,,0.993,,,0.03833333333333334,0.008,,0.063,,,0.10366666666666667,0.117,,0.105,,,0.858,0.875,,0.8320000000000001,,,0.991425,0.9914,,0.993,,,0.039750000000000014,0.008,,0.063,,,0.1005,0.117,,0.105,,,0.85975,0.875,,0.8320000000000001
2018-08-27 14:30:00,361.18,365.0499,360.0,364.89,1314766,3.7099999999999795,1,1.02,5.7135,4.7975,-0.9159999999999999,15.2081,18.6846,45.8467,49.1738,-60.6891,0.0,100.0,360.1165,369.7735,364.945,5902957.7029,-809734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20227659200702688,367.0,749.0,1161.0,0.15548484848484853,18.0,16.0,32.0,2018-08-27,0.9929333333333332,0.13133333333333333,0.02733333333333333,0.8413333333333334,0.8413333333333334,0.13133333333333333,0.02733333333333333,0.9929333333333332,,,0.9934,0.9929,,0.993,,,0.03833333333333334,0.0095,,0.063,,,0.10366666666666667,0.1445,,0.105,,,0.858,0.8460000000000001,,0.8320000000000001,,,0.991425,0.9929,,0.993,,,0.039750000000000014,0.0095,,0.063,,,0.1005,0.1445,,0.105,,,0.85975,0.8460000000000001,,0.8320000000000001
2018-08-27 15:00:00,364.71,365.2439,362.38,363.46,743048,-1.25,0,-0.34,5.4371,4.3314,-1.1057,19.6166,31.3586,38.7131,52.3816,-23.2137,0.0,75.0,360.616,366.944,363.78,5720323.2759,-1552782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20227659200702688,367.0,749.0,1161.0,0.15548484848484853,18.0,16.0,32.0,2018-08-27,0.9929333333333332,0.13133333333333333,0.02733333333333333,0.8413333333333334,0.8413333333333334,0.13133333333333333,0.02733333333333333,0.9929333333333332,,,0.9934,0.9929,,0.993,,,0.03833333333333334,0.0095,,0.063,,,0.10366666666666667,0.1445,,0.105,,,0.858,0.8460000000000001,,0.8320000000000001,,,0.991425,0.9929,,0.993,,,0.039750000000000014,0.0095,,0.063,,,0.1005,0.1445,,0.105,,,0.85975,0.8460000000000001,,0.8320000000000001
2018-08-27 15:30:00,363.22,364.9,362.465,364.6,1125268,1.3799999999999955,1,0.38,5.1512,4.0077,-1.1435,32.7483,48.2016,47.4108,54.7875,94.05799999999999,0.0,50.0,360.7817,366.3633,363.5725,6568328.8519,-427514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20227659200702688,367.0,749.0,1161.0,0.15548484848484853,18.0,16.0,32.0,2018-08-27,0.9929333333333332,0.13133333333333333,0.02733333333333333,0.8413333333333334,0.8413333333333334,0.13133333333333333,0.02733333333333333,0.9929333333333332,,,0.9934,0.9929,,0.993,,,0.03833333333333334,0.0095,,0.063,,,0.10366666666666667,0.1445,,0.105,,,0.858,0.8460000000000001,,0.8320000000000001,,,0.991425,0.9929,,0.993,,,0.039750000000000014,0.0095,,0.063,,,0.1005,0.1445,,0.105,,,0.85975,0.8460000000000001,,0.8320000000000001
2018-08-28 09:30:00,367.215,367.66,360.5,363.3302,2038847,-3.8847999999999843,0,-1.07,4.8424,3.6072,-1.2352,41.5185,44.9951,39.1576,44.1562,40.6299,100.0,25.0,362.7016,365.4385,364.0701,6141309.2892,-2466361.0,,,,,,,,,,,,,,,,,,,,,2018-08-28,0.9989,0.084,0.052000000000000005,0.863,0.8753333333333333,0.09511111111111112,0.029555555555555564,0.8182222222222223,,-0.25,0.9989,0.966175,0.8787,0.993,,0.041,0.052000000000000005,0.015,0.025,0.063,,0.036000000000000004,0.084,0.116,0.0835,0.105,,0.923,0.863,0.8692500000000001,0.8915,0.8320000000000001,,-0.25,0.9989,0.868375,0.8787,0.9963,,0.041,0.052000000000000005,0.04675,0.025,0.035500000000000004,,0.036000000000000004,0.084,0.12335,0.0835,0.1075,,0.923,0.863,0.8300000000000001,0.8915,0.857
2018-08-28 10:00:00,363.48,364.5496,362.19,362.9,806866,-0.5800000000000409,0,-0.16,4.5175,3.218,-1.2996,46.0459,44.9408,36.3029,36.1827,-133.3333,75.0,0.0,362.3158,364.8293,363.5725,5820009.2559,-3273227.0,,,,,,,,,,,,,,,,,,,,,2018-08-28,0.9989,0.084,0.052000000000000005,0.863,0.8753333333333333,0.09511111111111112,0.029555555555555564,0.8182222222222223,,-0.25,0.9989,0.966175,0.8787,0.993,,0.041,0.052000000000000005,0.015,0.025,0.063,,0.036000000000000004,0.084,0.116,0.0835,0.105,,0.923,0.863,0.8692500000000001,0.8915,0.8320000000000001,,-0.25,0.9989,0.868375,0.8787,0.9963,,0.041,0.052000000000000005,0.04675,0.025,0.035500000000000004,,0.036000000000000004,0.084,0.12335,0.0835,0.1075,,0.923,0.863,0.8300000000000001,0.8915,0.857
2018-08-28 10:30:00,362.9,365.04,362.32,363.15,706110,0.25,1,0.07,4.1933,2.8963,-1.297,43.1281,39.4484,39.7086,32.9772,-31.5577,50.0,50.0,362.1831,364.80699999999996,363.495,5544826.8701,-2567117.0,,,,,,,,,,,,,,,,,,,,,2018-08-28,0.9989,0.084,0.052000000000000005,0.863,0.8753333333333333,0.09511111111111112,0.029555555555555564,0.8182222222222223,,-0.25,0.9989,0.966175,0.8787,0.993,,0.041,0.052000000000000005,0.015,0.025,0.063,,0.036000000000000004,0.084,0.116,0.0835,0.105,,0.923,0.863,0.8692500000000001,0.8915,0.8320000000000001,,-0.25,0.9989,0.868375,0.8787,0.9963,,0.041,0.052000000000000005,0.04675,0.025,0.035500000000000004,,0.036000000000000004,0.084,0.12335,0.0835,0.1075,,0.923,0.863,0.8300000000000001,0.8915,0.857
2018-08-28 11:00:00,363.13,363.82,362.47,363.2569,678629,0.1268999999999778,1,0.03,3.8786,2.6198,-1.2588,40.7269,37.7914,41.4922,30.573,-71.0586,25.0,25.0,362.8336,363.4849,363.1593,5657320.6303,-1888488.0,,,,,,,,,,,,,,,,,,,,,2018-08-28,0.9989,0.084,0.052000000000000005,0.863,0.8753333333333333,0.09511111111111112,0.029555555555555564,0.8182222222222223,,-0.25,0.9989,0.966175,0.8787,0.993,,0.041,0.052000000000000005,0.015,0.025,0.063,,0.036000000000000004,0.084,0.116,0.0835,0.105,,0.923,0.863,0.8692500000000001,0.8915,0.8320000000000001,,-0.25,0.9989,0.868375,0.8787,0.9963,,0.041,0.052000000000000005,0.04675,0.025,0.035500000000000004,,0.036000000000000004,0.084,0.12335,0.0835,0.1075,,0.923,0.863,0.8300000000000001,0.8915,0.857
2018-08-28 11:30:00,361.31,362.69,361.17,361.99,193801,0.6800000000000068,1,0.19,3.5573,2.2722,-1.2851,36.4494,32.1084,28.2752,28.6076,-133.3333,0.0,0.0,361.8267,363.8217,362.8242,5672616.3062,-2082289.0,,,,,,,,,,,,,,,,,,,,,2018-08-28,0.9989,0.084,0.052000000000000005,0.863,0.8753333333333333,0.09511111111111112,0.029555555555555564,0.8182222222222223,,-0.25,0.9989,0.966175,0.8787,0.993,,0.041,0.052000000000000005,0.015,0.025,0.063,,0.036000000000000004,0.084,0.116,0.0835,0.105,,0.923,0.863,0.8692500000000001,0.8915,0.8320000000000001,,-0.25,0.9989,0.868375,0.8787,0.9963,,0.041,0.052000000000000005,0.04675,0.025,0.035500000000000004,,0.036000000000000004,0.084,0.12335,0.0835,0.1075,,0.923,0.863,0.8300000000000001,0.8915,0.857
